gate_name,sgd_gene_id,gene_name,chromosome,essential_status,evidence_count,phenotype_summary,selection_rule,source_file,gate_version
strict,S000000169,YBL073W,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000170,AAR2,SynII,Essential,2,conditional | viability: decreased | elevated temperature (34°C) ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000172,ILS1,SynII,Essential,2,conditional | viability: decreased | elevated temperature (32°C) | viability reduced by ~1/6 ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000173,YBL077W,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000180,CDC27,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000188,RPL32,SynII,Essential,3,"null | inviable ; null | vegetative growth: decreased | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions; viable but slow-growing under anaerobic conditions",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000193,BRN1,SynII,Essential,5,"conditional | heat sensitivity: increased | elevated temperature (37°C) | majority of cells undergo first cycle arrest, and ~25% a multicycle arrest; heterogenous arrest with loss of viability; required between early S and early M phase ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000201,PKC1,SynII,Essential,6,"null | inviable ; null | inviable | rapid loss of viability and rapid cell lysis of budded cells, including a high frequency of nonrefractile ghosts; inviability suppressed by the addition of 1M sorbitol, monosaccharides (1M glucose or galactose), disaccharides (0.5M lactose or maltose), 10% PEG, or salts (0.5M NaCl or KCl) ; conditional | inviable | permissive temperature (26°C) | unable to grow at the permissive temperature unless media is supplemented with 25 mM CaCl2 (efficacy of suppression increases with increasing CaCl2 concentrations up to 100 mM)",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000208,GPI18,SynII,Essential,2,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000215,IPP1,SynII,Essential,2,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000233,CDS1,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000242,CHS2,SynII,Essential,2,overexpression | inviable | cells grow in chains before dying ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000253,REB1,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000259,PRP6,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000274,ALG14,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000283,RPG1,SynII,Essential,2,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000284,SEC18,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000291,RFC5,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000292,POL30,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000293,YBR089W,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000295,TIM12,SynII,Essential,2,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000306,EXO84,SynII,Essential,4,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000313,CMD1,SynII,Essential,3,null | inviable ; conditional | inviable | elevated temperature (30°C) | ploidy-specific lethality; tetraploid derivative of the ts allele is temperature sensitive at 30°C and above,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000314,ALG1,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000325,GRS1,SynII,Essential,3,null | inviable ; reduction of function | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000328,YBR124W,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000340,MEC1,SynII,Essential,13,reduction of function | viability: decreased | Mutant defective in recovery after DNA repair ; null | protein/peptide modification: absent | experiments done in a sml1 mutant background in order to suppress the lethality of MEC1 deletion | Rad26 ; null | resistance to chemicals: decreased | methylglyoxal (4mM) | increased sensitivity to methylglyoxal; experiment done in an sml1 null mutant background in order to suppress the lethality of the MEC1 deletion,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000344,IRA1,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000346,MAK5,SynII,Essential,3,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000347,SUP45,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000356,SPP381,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000357,RIB7,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000358,RPB5,SynII,Essential,3,conditional | viability: decreased | elevated temperature (34°C) ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000359,CNS1,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000371,POP7,SynII,Essential,3,"null | inviable ; null | vegetative growth: normal | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000394,YBR190W,SynII,Essential,2,"null | inviable ; null | vegetative growth: normal | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000396,RIM2,SynII,Essential,3,"overexpression | inviable ; null | inviable ; null | vegetative growth: normal | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000397,MED8,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000400,PGI1,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000402,TAF5,SynII,Essential,2,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000415,AME1,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000440,ABD1,SynII,Essential,2,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000441,PRP5,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000447,ALG7,SynII,Essential,2,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000451,ENP1,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000457,SRB6,SynII,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type ; repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000458,TRS20,SynII,Essential,3,conditional | viability: decreased | nitrogen starvation ; repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000460,RIB5,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000461,POP4,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000469,TSC10,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000510,YCL004W,SynIII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000522,YCL017C,SynIII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000536,YCL031C,SynIII,Essential,2,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000546,YCL041C,SynIII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000548,YCL043C,SynIII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000557,YCL052C,SynIII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000564,YCL059C,SynIII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000605,YCR012W,SynIII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000606,YCR013C,SynIII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000631,YCR035C,SynIII,Essential,2,repressible | inviable ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000635,YCR039C,SynIII,Essential,1,overexpression | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000638,YCR042C,SynIII,Essential,1,repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000648,YCR052W,SynIII,Essential,3,repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000650,YCR054C,SynIII,Essential,2,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000653,YCR057C,SynIII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000000668,YCR072C,SynIII,Essential,4,overexpression | inviable ; unspecified | inviable ; dominant negative | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001849,YFL045C,SynVI,Essential,7,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable ; reduction of function | inviable | growth increases to 60% of wild-type when overexpressed by 10x stronger than native promoter,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001855,YFL039C,SynVI,Essential,7,null | inviable ; unspecified | inviable ; dominant negative | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001857,YFL037W,SynVI,Essential,9,conditional | heat sensitivity: increased | permissive temperature (26°C) | reduced temperature spectrum lethality that is rescued by benomyl ; reduction of function | inviable ; unspecified | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001861,YFL033C,SynVI,Essential,2,"null | viability: decreased ; null | chronological lifespan: decreased | viability of the aging null mutant, which is decreased relative to wt in untreated cells, is significantly increased in the presence of 1 mg/ml levan, a fructose-based biopolymer, on days 11 through 30",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001865,YFL029C,SynVI,Essential,5,"conditional | heat sensitivity: increased | elevated temperature (37°C) | severe growth defect, but cells maintain viability; nonuniform arrest morphology with an elevated fraction of cells containing elongated buds ; conditional | heat sensitivity: increased | elevated temperature (37°C) | severe growth defect, but cells maintain viability ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001870,YFL024C,SynVI,Essential,4,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001872,YFL022C,SynVI,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001877,YFL017C,SynVI,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001885,YFL009W,SynVI,Essential,3,conditional | viability: decreased | elevated temperature (36°C) | viability reduced by ~75% ; conditional | viability: decreased | elevated temperature (37°C) ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001889,YFL005W,SynVI,Essential,2,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001894,YFL002C,SynVI,Essential,2,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001898,YFR002W,SynVI,Essential,2,null | inviable | spores germinated but stopped growth at the 2-4 cell stage ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001899,YFR003C,SynVI,Essential,2,"null | inviable ; null | vegetative growth: normal | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001900,YFR004W,SynVI,Essential,2,conditional | heat sensitivity: increased | elevated temperature (30°C) | lethal at 30 deg C or above ; null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001901,YFR005C,SynVI,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001924,YFR028C,SynVI,Essential,3,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001927,YFR031C,SynVI,Essential,3,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001933,YFR037C,SynVI,Essential,4,null | inviable ; repressible | cell cycle progression in G1 phase: arrested | irreversible lethality associated with the arrest ; repressible | cell cycle progression through the G2/M phase transition: arrested | irreversible lethality associated with the arrest,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001938,O6U65_1060,SynVI,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000001948,YFR052W,SynVI,Essential,2,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000002965,YFL017W-A,SynVI,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
strict,S000007595,DAD3,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype-derived essential_status=Essential,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000000099,HTA2,SynII,Ambiguous,2,null | viable ; overexpression | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000000100,UTP20,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000000103,SLA1,SynII,Ambiguous,5,"null | bud morphology: abnormal | hydroxyurea (100mM) | mild defect in formation of elongated buds in response to stress, such as after treatment with a sub-lethal dosage of HU ; overexpression | viability: decreased | 2% galactose (galactose to induce overexpression) ; null | oxidative stress resistance: decreased | hydrogen peroxide | decreased viability in high concentrations of H2O2 after exposure to low concentrations",exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000000110,RRN6,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000000114,POP8,SynII,Essential,2,null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000000116,RFT1,SynII,Essential,1,null | inviable,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
high_confidence,S000000119,MCM2,SynII,Ambiguous,4,null | inviable ; null | chronological lifespan: abnormal | delayed chronological aging; exhibits delayed senescence during the initial 14 days; incapable of forming colonies beyond 21 days while wt cells remain viable; increased cell size from the onset with declining viability and reduction in ploidy over time,exact-mapped ORF with phenotype summary containing inviable or lethal,./data\raw\sgd\phenotype_data.tab,revised-segment-model-v1
